Марка;Сслыка;Цена в $;Цена  в UAH;Город
ВАЗ 21031983;https://auto.ria.com/uk/auto_vaz_2103_31055185.html;6 200;166 098 грн;Дніпро (Дніпропетровськ)
ВАЗ 21071989;https://auto.ria.com/uk/auto_vaz_2107_31055167.html;560;15 000 грн;Овруч
ВАЗ 21061987;https://auto.ria.com/uk/auto_vaz_2106_31055097.html;1 100;29 469 грн;Іршава
ВАЗ 21011974;https://auto.ria.com/uk/auto_vaz_2101_31055101.html;550;14 735 грн;Нікополь
ВАЗ 21112007;https://auto.ria.com/uk/auto_vaz_2111_31055093.html;3 000;80 370 грн;Першотравенськ
ВАЗ 2109 Baltika1991;https://auto.ria.com/uk/auto_vaz_2109_31055012.html;1 550;41 525 грн;Недригайлів
ВАЗ 21212003;https://auto.ria.com/uk/auto_vaz_2121_31050502.html;3 700;99 123 грн;Солоне
ВАЗ 21091992;https://auto.ria.com/uk/auto_vaz_2109_31054979.html;2 300;61 617 грн;Великий Березний
ВАЗ 21122005;https://auto.ria.com/uk/auto_vaz_2112_31054834.html;3 200;85 728 грн;Маріуполь
ВАЗ 21072008;https://auto.ria.com/uk/auto_vaz_2107_30212632.html;2 400;64 296 грн;Київ
ВАЗ 21072004;https://auto.ria.com/uk/auto_vaz_2107_31054696.html;1 493;40 000 грн;Козельщина
ВАЗ 21071990;https://auto.ria.com/uk/auto_vaz_2107_27344267.html;850;22 772 грн;Дніпро (Дніпропетровськ)
ВАЗ 21091988;https://auto.ria.com/uk/auto_vaz_2109_31054704.html;1 850;49 562 грн;Верхньодніпровськ
ВАЗ 21061988;https://auto.ria.com/uk/auto_vaz_2106_31054676.html;1 000;26 790 грн;Нова Ушиця
ВАЗ 21072007;https://auto.ria.com/uk/auto_vaz_2107_31054666.html;2 500;66 975 грн;Біла Церква
ВАЗ 21211985;https://auto.ria.com/uk/auto_vaz_2121_31054378.html;3 000;80 370 грн;Жмеринка
ВАЗ 21152008;https://auto.ria.com/uk/auto_vaz_2115_28996947.html;2 050;54 920 грн;Іллінці
ВАЗ 212132002;https://auto.ria.com/uk/auto_vaz_21213_27199830.html;3 000;80 370 грн;Чернівці
ВАЗ 21011974;https://auto.ria.com/uk/auto_vaz_2101_30404596.html;597;16 000 грн;Кривий Ріг
ВАЗ 21102004;https://auto.ria.com/uk/auto_vaz_2110_30380133.html;3 000;80 370 грн;Олександрія
ВАЗ 212142013;https://auto.ria.com/uk/auto_vaz_21214_30785143.html;4 293;115 000 грн з ПДВ;Білогір'я
ВАЗ 21071984;https://auto.ria.com/uk/auto_vaz_2107_31054245.html;800;21 432 грн;Луцьк
ВАЗ 21042007;https://auto.ria.com/uk/auto_vaz_2104_31054355.html;1 500;40 185 грн;Рівне
ВАЗ 21091990;https://auto.ria.com/uk/auto_vaz_2109_31054183.html;999;26 763 грн;Тячів
ВАЗ 21061980;https://auto.ria.com/uk/auto_vaz_2106_31054039.html;1 200;32 148 грн;Кам'янське (Дніпродзержинськ)
ВАЗ 21142007;https://auto.ria.com/uk/auto_vaz_2114_31054086.html;3 600;96 444 грн;Тальне
ВАЗ 21122007;https://auto.ria.com/uk/auto_vaz_2112_30801445.html;3 200;85 728 грн;Торецьк (Дзержинськ)
ВАЗ 210991999;https://auto.ria.com/uk/auto_vaz_21099_31054192.html;1 232;33 000 грн;Велика Новосілка
ВАЗ 212132006;https://auto.ria.com/uk/auto_vaz_21213_28593879.html;5 500;147 345 грн;Полтава
ВАЗ 21051983;https://auto.ria.com/uk/auto_vaz_2105_31054084.html;1 100;29 469 грн;Кривий Ріг
ВАЗ 2107 15002006;https://auto.ria.com/uk/auto_vaz_2107_31054085.html;1 300;34 827 грн;Запоріжжя
ВАЗ 21102004;https://auto.ria.com/uk/auto_vaz_2110_30696927.html;2 800;75 012 грн;Запоріжжя
ВАЗ 212132005;https://auto.ria.com/uk/auto_vaz_21213_30367131.html;3 999;107 133 грн;Запоріжжя
ВАЗ 21082002;https://auto.ria.com/uk/auto_vaz_2108_31028299.html;1 800;48 222 грн;Запоріжжя
ВАЗ 21091996;https://auto.ria.com/uk/auto_vaz_2109_31053882.html;1 650;44 204 грн;Дубно
ВАЗ 21112008;https://auto.ria.com/uk/auto_vaz_2111_30304449.html;3 600;96 444 грн;Тростянець
ВАЗ 21011978;https://auto.ria.com/uk/auto_vaz_2101_25262752.html;2 990;80 102 грн;Київ
ВАЗ 21091990;https://auto.ria.com/uk/auto_vaz_2109_31053877.html;1 300;34 827 грн;Буськ
ВАЗ 21102011;https://auto.ria.com/uk/auto_vaz_2110_30619037.html;4 200;112 518 грн;Овруч
ВАЗ 210992009;https://auto.ria.com/uk/auto_vaz_21099_31053769.html;2 500;66 975 грн;Івано-Франківськ
ВАЗ 21021976;https://auto.ria.com/uk/auto_vaz_2102_31053754.html;1 000;26 790 грн;Миколаїв
ВАЗ 212131999;https://auto.ria.com/uk/auto_vaz_21213_31053740.html;2 700;72 333 грн;Чернігів
ВАЗ 21031979;https://auto.ria.com/uk/auto_vaz_2103_25510297.html;999;26 763 грн;Стрий
ВАЗ 21712010;https://auto.ria.com/uk/auto_vaz_2171_30234471.html;3 850;103 142 грн;Запоріжжя
ВАЗ 21702008;https://auto.ria.com/uk/auto_vaz_2170_31053553.html;3 600;96 444 грн;Тернопіль
ВАЗ 21061989;https://auto.ria.com/uk/auto_vaz_2106_31053532.html;750;20 093 грн;Рівне
ВАЗ 21092001;https://auto.ria.com/uk/auto_vaz_2109_24991126.html;2 500;66 975 грн;Черкаси
ВАЗ 21031975;https://auto.ria.com/uk/auto_vaz_2103_30238623.html;700;18 753 грн;Кременець
ВАЗ 11182006;https://auto.ria.com/uk/auto_vaz_1118_31052445.html;2 700;72 333 грн;Васильків
ВАЗ 21112007;https://auto.ria.com/uk/auto_vaz_2111_31053446.html;3 200;85 728 грн;Миколаїв
ВАЗ 21091994;https://auto.ria.com/uk/auto_vaz_2109_31037570.html;2 500;66 975 грн;Харків
ВАЗ 21071994;https://auto.ria.com/uk/auto_vaz_2107_31053407.html;1 300;34 827 грн;Дніпро (Дніпропетровськ)
ВАЗ 1118 KALINA JIVI KRASIVO2008;https://auto.ria.com/uk/auto_vaz_1118_31053398.html;2 999;80 343 грн;Одеса
ВАЗ 2131 Lada 4x42010;https://auto.ria.com/uk/auto_vaz_2131_30891766.html;6 000;160 740 грн;Куликівка
ВАЗ 21102007;https://auto.ria.com/uk/auto_vaz_2110_31053084.html;3 100;83 049 грн;Свалява
ВАЗ 21102003;https://auto.ria.com/uk/auto_vaz_2110_31053276.html;2 100;56 259 грн;Костянтинівка
ВАЗ 210991998;https://auto.ria.com/uk/auto_vaz_21099_31053215.html;1 600;42 864 грн;Бородянка
ВАЗ 21702008;https://auto.ria.com/uk/auto_vaz_2170_30813092.html;3 600;96 444 грн;Тернопіль
ВАЗ 21099 210991987;https://auto.ria.com/uk/auto_vaz_21099_31053221.html;1 600;42 864 грн;Тернопіль
ВАЗ 21042004;https://auto.ria.com/uk/auto_vaz_2104_31053216.html;691;18 500 грн;Одеса
ВАЗ 212142010;https://auto.ria.com/uk/auto_vaz_21214_31053091.html;6 600;176 814 грн;Хмільник
ВАЗ 212132002;https://auto.ria.com/uk/auto_vaz_21213_30681472.html;3 700;99 123 грн;Рівне
ВАЗ 21031975;https://auto.ria.com/uk/auto_vaz_2103_31053166.html;710;19 021 грн;Дніпро (Дніпропетровськ)
ВАЗ 21051996;https://auto.ria.com/uk/auto_vaz_2105_31053057.html;800;21 432 грн;Славута
ВАЗ 1118 1.6 8V2008;https://auto.ria.com/uk/auto_vaz_1118_31053094.html;2 650;70 994 грн;Харків
ВАЗ 21051989;https://auto.ria.com/uk/auto_vaz_2105_29093637.html;1 100;29 469 грн;Коростишів
ВАЗ 21112007;https://auto.ria.com/uk/auto_vaz_2111_30819495.html;2 600;69 654 грн;Полтава
ВАЗ 21122004;https://auto.ria.com/uk/auto_vaz_2112_31052968.html;2 550;68 315 грн;Вінниця
ВАЗ 11182006;https://auto.ria.com/uk/auto_vaz_1118_31052985.html;2 800;75 012 грн;Васильків
ВАЗ 21011976;https://auto.ria.com/uk/auto_vaz_2101_30348222.html;600;16 074 грн;Кам'янець-Подільський
ВАЗ 21061993;https://auto.ria.com/uk/auto_vaz_2106_31052951.html;900;24 111 грн;Одеса
ВАЗ 21071987;https://auto.ria.com/uk/auto_vaz_2107_31052942.html;1 500;40 185 грн;Бердичів
ВАЗ 21102009;https://auto.ria.com/uk/auto_vaz_2110_30812480.html;2 950;79 031 грн;Городня
ВАЗ 21142010;https://auto.ria.com/uk/auto_vaz_2114_31052832.html;2 700;72 333 грн;Кропивницький (Кіровоград)
ВАЗ 21102004;https://auto.ria.com/uk/auto_vaz_2110_30808998.html;3 000;80 370 грн;Волноваха
ВАЗ 21072005;https://auto.ria.com/uk/auto_vaz_2107_31052716.html;1 900;50 901 грн;Рівне
ВАЗ 2107 ne krachena2007;https://auto.ria.com/uk/auto_vaz_2107_31052673.html;3 600;96 444 грн;Бровари
ВАЗ 210992008;https://auto.ria.com/uk/auto_vaz_21099_30817148.html;3 700;99 123 грн;Харків
ВАЗ 21072000;https://auto.ria.com/uk/auto_vaz_2107_31033603.html;2 100;56 259 грн;Кривий Ріг
ВАЗ 21092004;https://auto.ria.com/uk/auto_vaz_2109_30839111.html;2 200;58 938 грн;Старобільськ
ВАЗ 21081992;https://auto.ria.com/uk/auto_vaz_2108_31043695.html;999;26 763 грн;Київ
ВАЗ 210992005;https://auto.ria.com/uk/auto_vaz_21099_31052449.html;2 500;66 975 грн;Чернігів
ВАЗ 2107 original 15 t.km2011;https://auto.ria.com/uk/auto_vaz_2107_31048742.html;3 750;100 463 грн;Вінниця
ВАЗ 21041990;https://auto.ria.com/uk/auto_vaz_2104_31052433.html;1 150;30 809 грн;Вінниця
ВАЗ 21061989;https://auto.ria.com/uk/auto_vaz_2106_27750634.html;1 950;52 241 грн;Біла Церква
ВАЗ 21152012;https://auto.ria.com/uk/auto_vaz_2115_31052388.html;5 000;133 950 грн;Черкаси
ВАЗ 21061983;https://auto.ria.com/uk/auto_vaz_2106_31052384.html;750;20 093 грн;Вінниця
ВАЗ 2104 210432005;https://auto.ria.com/uk/auto_vaz_2104_29653214.html;2 900;77 691 грн;Богуслав
ВАЗ 21152007;https://auto.ria.com/uk/auto_vaz_2115_28372530.html;3 999;107 133 грн;Львів
ВАЗ 21011981;https://auto.ria.com/uk/auto_vaz_2101_30538593.html;999;26 763 грн;Одеса
ВАЗ 21051982;https://auto.ria.com/uk/auto_vaz_2105_30766531.html;600;16 074 грн;Тернопіль
ВАЗ 212142007;https://auto.ria.com/uk/auto_vaz_21214_31052222.html;7 000;187 530 грн;Харків
ВАЗ 210992005;https://auto.ria.com/uk/auto_vaz_21099_31052223.html;1 500;40 185 грн;Львів
ВАЗ 21042005;https://auto.ria.com/uk/auto_vaz_2104_31044872.html;1 700;45 543 грн;Ратне
ВАЗ 21152008;https://auto.ria.com/uk/auto_vaz_2115_31051842.html;3 725;99 793 грн;Мукачеве
ВАЗ 210992000;https://auto.ria.com/uk/auto_vaz_21099_30520255.html;2 100;56 259 грн;Ходорів
ВАЗ 21122003;https://auto.ria.com/uk/auto_vaz_2112_27475652.html;2 799;74 985 грн;Вінниця
ВАЗ 21092008;https://auto.ria.com/uk/auto_vaz_2109_31052062.html;2 500;66 975 грн;Золочів
ВАЗ 21122005;https://auto.ria.com/uk/auto_vaz_2112_31052047.html;1 999;53 553 грн;Обухів
ВАЗ 21142004;https://auto.ria.com/uk/auto_vaz_2114_30963484.html;2 200;58 938 грн;Київ
ВАЗ 21211985;https://auto.ria.com/uk/auto_vaz_2121_31037048.html;2 000;53 580 грн;Кривий Ріг
ВАЗ 21061984;https://auto.ria.com/uk/auto_vaz_2106_31051868.html;1 300;34 827 грн;Оржиця
ВАЗ 210992007;https://auto.ria.com/uk/auto_vaz_21099_30264884.html;2 900;77 691 грн;Київ
ВАЗ 21102006;https://auto.ria.com/uk/auto_vaz_2110_31051824.html;2 800;75 012 грн;Кам'янець-Подільський
ВАЗ 21142006;https://auto.ria.com/uk/auto_vaz_2114_31051815.html;2 500;66 975 грн;Мелітополь
ВАЗ 210992006;https://auto.ria.com/uk/auto_vaz_21099_29779950.html;2 800;75 012 грн;Нікополь
ВАЗ 21071994;https://auto.ria.com/uk/auto_vaz_2107_30722646.html;1 500;40 185 грн;Полтава
ВАЗ 21081993;https://auto.ria.com/uk/auto_vaz_2108_31051760.html;850;22 772 грн;Коломия
ВАЗ 210992000;https://auto.ria.com/uk/auto_vaz_21099_31051677.html;1 600;42 864 грн;Волочиськ
ВАЗ 21081989;https://auto.ria.com/uk/auto_vaz_2108_31051711.html;1 200;32 148 грн;Львів
ВАЗ 21152005;https://auto.ria.com/uk/auto_vaz_2115_31050452.html;2 800;75 012 грн;Дніпро (Дніпропетровськ)
ВАЗ 21092008;https://auto.ria.com/uk/auto_vaz_2109_31051564.html;2 300;61 617 грн;Львів
ВАЗ 21051989;https://auto.ria.com/uk/auto_vaz_2105_28900694.html;1 546;41 406 грн;Глибока
ВАЗ 21072009;https://auto.ria.com/uk/auto_vaz_2107_31051502.html;3 000;80 370 грн;Подільськ (Котовськ)
ВАЗ 21071985;https://auto.ria.com/uk/auto_vaz_2107_31051475.html;900;24 111 грн;Зіньків
ВАЗ 21102007;https://auto.ria.com/uk/auto_vaz_2110_31051470.html;2 400;64 296 грн;Сколе
ВАЗ 210992000;https://auto.ria.com/uk/auto_vaz_21099_31051433.html;1 800;48 222 грн;Кегичівка
ВАЗ 21702010;https://auto.ria.com/uk/auto_vaz_2170_30841985.html;4 600;123 234 грн;Братське
ВАЗ 21081985;https://auto.ria.com/uk/auto_vaz_2108_31051390.html;1 200;32 148 грн;Дніпро (Дніпропетровськ)
ВАЗ 21102006;https://auto.ria.com/uk/auto_vaz_2110_31051371.html;3 500;93 765 грн;Теребовля
ВАЗ 21011984;https://auto.ria.com/uk/auto_vaz_2101_31051291.html;1 050;28 130 грн;Вінниця
ВАЗ 21122006;https://auto.ria.com/uk/auto_vaz_2112_29397079.html;3 300;88 407 грн;Конотоп
ВАЗ 2106 210631990;https://auto.ria.com/uk/auto_vaz_2106_31051243.html;821;22 000 грн;Київ
ВАЗ 21042005;https://auto.ria.com/uk/auto_vaz_2104_31051200.html;1 700;45 543 грн;Маріуполь
ВАЗ 210992007;https://auto.ria.com/uk/auto_vaz_21099_31051177.html;2 699;72 306 грн;Лубни
ВАЗ 21092007;https://auto.ria.com/uk/auto_vaz_2109_30788574.html;2 600;69 654 грн;Львів
ВАЗ 21061983;https://auto.ria.com/uk/auto_vaz_2106_30788657.html;600;16 074 грн;Берегове
ВАЗ 21061985;https://auto.ria.com/uk/auto_vaz_2106_30344644.html;600;16 074 грн;Берегове
ВАЗ 21072007;https://auto.ria.com/uk/auto_vaz_2107_30493288.html;1 500;40 185 грн;Сєвєродонецьк
ВАЗ 21091990;https://auto.ria.com/uk/auto_vaz_2109_30400986.html;1 500;40 185 грн;Охтирка
ВАЗ 21072008;https://auto.ria.com/uk/auto_vaz_2107_31050968.html;1 600;42 864 грн;Долинська
ВАЗ 2111 2111202007;https://auto.ria.com/uk/auto_vaz_2111_28570301.html;2 800;75 012 грн;Полтава
ВАЗ 21041985;https://auto.ria.com/uk/auto_vaz_2104_31050870.html;1 306;35 000 грн;Глобине
ВАЗ 210992008;https://auto.ria.com/uk/auto_vaz_21099_30810147.html;3 100;83 049 грн;Хмельницький
ВАЗ 2106 19861986;https://auto.ria.com/uk/auto_vaz_2106_29514540.html;747;20 000 грн;Ізяслав
ВАЗ 21112006;https://auto.ria.com/uk/auto_vaz_2111_29532217.html;3 100;83 049 грн;Подільськ (Котовськ)
ВАЗ 21011985;https://auto.ria.com/uk/auto_vaz_2101_31050695.html;900;24 111 грн;Одеса
ВАЗ 2110 211042007;https://auto.ria.com/uk/auto_vaz_2110_31050672.html;3 900;104 481 грн;Гадяч
ВАЗ 2110 211042007;https://auto.ria.com/uk/auto_vaz_2110_31050672.html;3 900;104 481 грн;Гадяч
ВАЗ 21072006;https://auto.ria.com/uk/auto_vaz_2107_29260341.html;400;10 716 грн;Дніпро (Дніпропетровськ)
ВАЗ 21142008;https://auto.ria.com/uk/auto_vaz_2114_31020910.html;3 250;87 068 грн;Путивль
ВАЗ 21091990;https://auto.ria.com/uk/auto_vaz_2109_31050631.html;650;17 414 грн;Тернопіль
ВАЗ 21152004;https://auto.ria.com/uk/auto_vaz_2115_27902656.html;2 560;68 582 грн;Житомир
ВАЗ 21081986;https://auto.ria.com/uk/auto_vaz_2108_31050592.html;971;26 013 грн;Семенівка
ВАЗ 21092004;https://auto.ria.com/uk/auto_vaz_2109_31050523.html;2 650;70 994 грн;Хотин
ВАЗ 210992003;https://auto.ria.com/uk/auto_vaz_21099_30798464.html;1 900;50 901 грн;Івано-Франківськ
ВАЗ 21211987;https://auto.ria.com/uk/auto_vaz_2121_31050544.html;3 450;92 426 грн;Ніжин
ВАЗ 21061991;https://auto.ria.com/uk/auto_vaz_2106_31050492.html;800;21 432 грн;Погребище
ВАЗ 21122006;https://auto.ria.com/uk/auto_vaz_2112_31050442.html;3 100;83 049 грн;Кривий Ріг
ВАЗ 21091992;https://auto.ria.com/uk/auto_vaz_2109_31050418.html;1 300;34 827 грн;Чернігів
ВАЗ 11182006;https://auto.ria.com/uk/auto_vaz_1118_31050405.html;3 300;88 407 грн;Болград
ВАЗ 11182006;https://auto.ria.com/uk/auto_vaz_1118_27541563.html;2 999;80 343 грн;Гайсин
ВАЗ 2109 injector2005;https://auto.ria.com/uk/auto_vaz_2109_30745555.html;2 450;65 636 грн;Хотин
ВАЗ 11192008;https://auto.ria.com/uk/auto_vaz_1119_31050384.html;3 350;89 747 грн;Лубни
ВАЗ 21092006;https://auto.ria.com/uk/auto_vaz_2109_31050309.html;2 650;70 994 грн;Березань
ВАЗ 21122003;https://auto.ria.com/uk/auto_vaz_2112_28004813.html;3 300;88 407 грн;Харків
ВАЗ 21112004;https://auto.ria.com/uk/auto_vaz_2111_31050297.html;2 300;61 617 грн;Харків
ВАЗ 21211982;https://auto.ria.com/uk/auto_vaz_2121_30530034.html;2 250;60 278 грн;Новоселиця
ВАЗ 21122008;https://auto.ria.com/uk/auto_vaz_2112_30913407.html;2 850;76 352 грн;Нова Ушиця
ВАЗ 21112008;https://auto.ria.com/uk/auto_vaz_2111_29311774.html;3 000;80 370 грн;Охтирка
ВАЗ 21142008;https://auto.ria.com/uk/auto_vaz_2114_31049897.html;2 900;77 691 грн;Львів
ВАЗ 21081995;https://auto.ria.com/uk/auto_vaz_2108_31050096.html;2 500;66 975 грн;Маріуполь
ВАЗ 21091989;https://auto.ria.com/uk/auto_vaz_2109_31050095.html;1 500;40 185 грн;Коломия
ВАЗ 21102006;https://auto.ria.com/uk/auto_vaz_2110_31050076.html;3 100;83 049 грн з ПДВ;Кропивницький (Кіровоград)
ВАЗ 21031979;https://auto.ria.com/uk/auto_vaz_2103_31050073.html;800;21 432 грн;Маріуполь
ВАЗ 21142006;https://auto.ria.com/uk/auto_vaz_2114_29960642.html;4 400;117 876 грн;Умань
ВАЗ 212142011;https://auto.ria.com/uk/auto_vaz_21214_30199503.html;3 700;99 123 грн;Лохвиця
ВАЗ 21061987;https://auto.ria.com/uk/auto_vaz_2106_31049977.html;550;14 735 грн;Маневичі
ВАЗ 11192008;https://auto.ria.com/uk/auto_vaz_1119_31049918.html;3 100;83 049 грн;Іллінці
ВАЗ 21122008;https://auto.ria.com/uk/auto_vaz_2112_28185905.html;3 350;89 747 грн;Суми
ВАЗ 21081987;https://auto.ria.com/uk/auto_vaz_2108_31049793.html;3 200;85 728 грн;Добропілля
ВАЗ 21112005;https://auto.ria.com/uk/auto_vaz_2111_30792017.html;2 700;72 333 грн;Хотин
ВАЗ 11182007;https://auto.ria.com/uk/auto_vaz_1118_15876031.html;3 300;88 407 грн;Прилуки
ВАЗ 21102002;https://auto.ria.com/uk/auto_vaz_2110_31049694.html;2 150;57 599 грн;Вінниця
